borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude,point,in_nyc,in_borough,bct2020,total_complaints,closest_subway,closest_subway_line,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,in_hist_dist,closest_park,name_closest_park,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,pop_20,hhpop_20p,gq_20p,instgq_20p,avhhsz_20,popu18_20p,hsp_20p,wnh_20p,bnh_20p,anh_20p,onh_20p,nh2pl_20p,hunits_20,ochu_20p,vachu_20p
STATEN ISLAND,5166711,4069,VICTORY BOULEVARD,520268166,10314,2017-04-25,PARTNERSHIP,N,40.59233,-74.189617,POINT (-74.189617 40.59233),1.0,STATEN ISLAND,5029102,45,3.6752910856788485,SIR,0,0,0,0,none,0,0.09720119372992855,Sylvan Grove Cemetery,1,6,10,31,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5169569,41,WATSON AVE,520302583,10314,2017-11-08,CORPORATION,N,40.590314,-74.187026,POINT (-74.187026 40.590314),1.0,STATEN ISLAND,5029102,33,3.4719483889781175,SIR,0,0,0,0,none,0,0.024241270575989727,Schmul Park,2,6,10,33,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5169568,43,WATSON AVE,520302592,10314,2017-11-08,CORPORATION,N,40.590306,-74.187037,POINT (-74.187037 40.590306),1.0,STATEN ISLAND,5029102,33,3.4718276871524023,SIR,0,0,0,0,none,0,0.0235635625607629,Schmul Park,2,6,10,33,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5170155,3920,VICTORY BOULEVARD,520270304,10314,2018-02-26,CORPORATION,N,40.594628,-74.185648,POINT (-74.185648 40.594628),1.0,STATEN ISLAND,5029102,86,3.6919411350517226,SIR,0,0,0,0,none,0,0.09844355692820099,Freshkills Park,1,7,9,33,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5169239,3928,VICTORY BOULEVARD,520270297,10314,2018-02-26,CORPORATION,N,40.594535,-74.185817,POINT (-74.185817 40.594535),1.0,STATEN ISLAND,5029102,78,3.691111208219321,SIR,0,0,0,0,none,0,0.10141696005863647,Freshkills Park,0,7,9,33,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5041799,25,ALBERTA AVENUE,520273150,10314,2018-03-19,CORPORATION,N,40.590158,-74.191497,POINT (-74.191497 40.590158),1.0,STATEN ISLAND,5029102,76,3.612728780258416,SIR,0,0,0,0,none,0,0.054359040315225225,Sylvan Grove Cemetery,1,5,10,30,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171819,111,BURKE AVENUE,520369949,10314,2019-06-06,CORPORATION,N,40.592765,-74.187116,POINT (-74.187116 40.592765),1.0,STATEN ISLAND,5029102,62,3.6218047104473876,SIR,0,0,0,0,none,0,0.09813496223792526,Freshkills Park,1,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5169238,109,BURKE AVENUE,520369930,10314,2019-06-06,CORPORATION,N,40.592787,-74.187155,POINT (-74.187155 40.592787),1.0,STATEN ISLAND,5029102,62,3.624344099305476,SIR,0,0,0,0,none,0,0.10051264754021969,Freshkills Park,0,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5170156,3924,VICTORY BLVD,520270313,10314,2018-09-20,CORPORATION,N,40.594581,-74.185734,POINT (-74.185734 40.594581),1.0,STATEN ISLAND,5029102,86,3.6915344798943424,SIR,0,0,0,0,none,0,0.0999431919984123,Freshkills Park,1,7,9,33,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171391,101,BURKE AVENUE,520335824,10314,2019-07-02,INDIVIDUAL,N,40.592874,-74.187325,POINT (-74.187325 40.592874),1.0,STATEN ISLAND,5029102,51,3.6348776268671537,SIR,0,0,0,0,none,0,0.11076149289481187,Freshkills Park,0,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5041679,107,BURKE AVENUE,520334656,10314,2019-07-02,INDIVIDUAL,N,40.592809,-74.187199,POINT (-74.187199 40.592809),1.0,STATEN ISLAND,5029102,62,3.627038615738293,SIR,0,0,0,0,none,0,0.10315406543894076,Freshkills Park,0,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171435,166,BURKE AVENUE,540183736,10314,2020-11-13,PARTNERSHIP,N,40.591823,-74.185363,POINT (-74.185363 40.591823),1.0,STATEN ISLAND,5029102,38,3.510758746921251,SIR,0,0,0,0,none,0,0.02054623999627831,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171427,156,BURKE AVENUE,540183166,10314,2020-11-12,PARTNERSHIP,N,40.592048,-74.185792,POINT (-74.185792 40.592048),1.0,STATEN ISLAND,5029102,40,3.537549525084125,SIR,0,0,0,0,none,0,0.02492241449840733,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5174627,158,BURKE AVENUE,540183433,10314,2020-11-12,PARTNERSHIP,N,40.59202,-74.185738,POINT (-74.185738 40.59202),1.0,STATEN ISLAND,5029102,40,3.5341950295339,SIR,0,0,0,0,none,0,0.02318905930166962,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171426,160,BURKE AVENUE,540183647,10314,2020-11-12,PARTNERSHIP,N,40.591993,-74.185688,POINT (-74.185688 40.591993),1.0,STATEN ISLAND,5029102,38,3.5310240407782114,SIR,0,0,0,0,none,0,0.02195039781746929,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171425,162,BURKE AVENUE,540183692,10314,2020-11-12,PARTNERSHIP,N,40.591966,-74.185637,POINT (-74.185637 40.591966),1.0,STATEN ISLAND,5029102,38,3.527822985935983,SIR,0,0,0,0,none,0,0.021061890516455017,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171436,164,BURKE AVENUE,540183709,10314,2020-11-13,PARTNERSHIP,N,40.591837,-74.185388,POINT (-74.185388 40.591837),1.0,STATEN ISLAND,5029102,38,3.5123732590759857,SIR,0,0,0,0,none,0,0.02050272787505859,Freshkills Park,1,6,9,35,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5175011,35,ROSWELL AVENUE,540188410,10314,2020-12-15,CORPORATION,N,40.590503,-74.190598,POINT (-74.190598 40.590503),1.0,STATEN ISLAND,5029102,52,3.6015033830413996,SIR,0,0,0,0,none,0,0.06369031361529129,Sylvan Grove Cemetery,1,6,10,30,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5174781,33,ROSWELL AVENUE,540188401,10314,2020-12-15,CORPORATION,N,40.590525,-74.190634,POINT (-74.190634 40.590525),1.0,STATEN ISLAND,5029102,52,3.6039970042594773,SIR,0,0,0,0,none,0,0.06151438533617921,Sylvan Grove Cemetery,1,6,10,30,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5174782,31,ROSWELL AVENUE,540188394,10314,2020-12-15,CORPORATION,N,40.590547,-74.190674,POINT (-74.190674 40.590547),1.0,STATEN ISLAND,5029102,52,3.6066271992827317,SIR,0,0,0,0,none,0,0.059211889156319,Sylvan Grove Cemetery,1,6,10,30,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5175012,29,ROSWELL AVENUE,540188385,10314,2020-12-29,CORPORATION,N,40.590566,-74.19071,POINT (-74.19071 40.590566),1.0,STATEN ISLAND,5029102,53,3.6089485021447016,SIR,0,0,0,0,none,0,0.057187482861283535,Sylvan Grove Cemetery,1,6,10,30,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5171819,111,BURKE AVE,520262082,10314,2018-11-01,CORPORATION,N,40.592765,-74.187116,POINT (-74.187116 40.592765),1.0,STATEN ISLAND,5029102,62,3.6218047104473876,SIR,0,0,0,0,none,0,0.09813496223792526,Freshkills Park,1,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
STATEN ISLAND,5169238,109,BURKE AVE,520262073,10314,2018-11-01,CORPORATION,N,40.592787,-74.187155,POINT (-74.187155 40.592787),1.0,STATEN ISLAND,5029102,62,3.624344099305476,SIR,0,0,0,0,none,0,0.10051264754021969,Freshkills Park,0,6,9,34,3394,0.996,0.004,0.0,3.17,0.249,0.22,0.578,0.033,0.135,0.009,0.024,1127,0.945,0.055
MANHATTAN,1806993,76,WEST 105TH STREET,121208380,10025,2022-05-12,PARTNERSHIP,N,40.798286,-73.962716,POINT (-73.962716 40.798286),1.0,MANHATTAN,1018900,1220,0.15980482943720623,B-C,0,14,38,197,none,0,0.018796112293028567,La Perla Garden,3,19,55,233,11556,0.945,0.055,0.045,2.18,0.158,0.406,0.265,0.2269999999999999,0.062,0.008,0.033,5327,0.94,0.06
MANHATTAN,1090874,61,WEST 104 STREET,122407617,10025,2017-08-30,PARTNERSHIP,N,40.797723,-73.963348,POINT (-73.963348 40.797723),1.0,MANHATTAN,1018900,1492,0.14345224798788997,B-C,0,13,44,200,none,0,0.020661906533377405,La Perla Garden,2,18,52,236,11556,0.945,0.055,0.045,2.18,0.158,0.406,0.265,0.2269999999999999,0.062,0.008,0.033,5327,0.94,0.06
BROOKLYN,3256553,842,LIBERTY AVE,321327863,11208,2022-06-03,INDIVIDUAL,N,40.677058,-73.878443,POINT (-73.878443 40.677058),1.0,BROOKLYN,3119200,360,0.23818190545845375,A-C,0,13,27,107,none,0,0.02001009038841918,Shield Of Faith,1,24,64,211,3636,0.995,0.005,0.0,3.14,0.249,0.4529999999999999,0.02,0.367,0.089,0.023,0.048,1267,0.908,0.092
BROOKLYN,3094551,886,GLENMORE AVENUE,302233189,11208,2016-12-06,INDIVIDUAL,N,40.675934,-73.877291,POINT (-73.877291 40.675934),1.0,BROOKLYN,3119200,492,0.2254214348996252,A-C,0,11,28,100,none,0,0.07603185763459991,Manley's Pl,4,21,66,206,3636,0.995,0.005,0.0,3.14,0.249,0.4529999999999999,0.02,0.367,0.089,0.023,0.048,1267,0.908,0.092
BROOKLYN,3428798,32,FOUNTAIN AVENUE,321189138,11208,2018-02-28,CORPORATION,N,40.679361,-73.876384,POINT (-73.876384 40.679361),1.0,BROOKLYN,3119200,393,0.22012446527311139,J-Z,0,13,27,105,none,0,0.005535989457643124,City Line Park,2,15,61,202,3636,0.995,0.005,0.0,3.14,0.249,0.4529999999999999,0.02,0.367,0.089,0.023,0.048,1267,0.908,0.092
BROOKLYN,3424747,29,MILFORD STREET,321596821,11208,2020-11-02,INDIVIDUAL,N,40.678817,-73.878144,POINT (-73.878144 40.678817),1.0,BROOKLYN,3119200,480,0.21144439491444222,J-Z,0,15,29,106,none,0,0.06442075451608084,Shield Of Faith,1,19,61,212,3636,0.995,0.005,0.0,3.14,0.249,0.4529999999999999,0.02,0.367,0.089,0.023,0.048,1267,0.908,0.092
BROOKLYN,3088470,82,MILFORD STREET,340764104,11208,2021-04-21,CORPORATION,N,40.677916,-73.87794,POINT (-73.87794 40.677916),1.0,BROOKLYN,3119200,458,0.27810287600356,J-Z,0,13,29,107,none,0,0.026172721121453423,Shield Of Faith,1,20,61,211,3636,0.995,0.005,0.0,3.14,0.249,0.4529999999999999,0.02,0.367,0.089,0.023,0.048,1267,0.908,0.092
BROOKLYN,3428945,249,EVERGREEN AVENUE,321594501,11221,2022-05-12,CORPORATION,Y,40.695955,-73.926905,POINT (-73.926905 40.695955),1.0,BROOKLYN,3042100,440,0.14178136240699712,M,0,10,36,175,none,0,0.10991126572446824,Garden,0,16,59,318,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425762,96,HIMROD STREET,320908782,11221,2016-08-11,INDIVIDUAL,N,40.696129,-73.923739,POINT (-73.923739 40.696129),1.0,BROOKLYN,3042100,346,0.20007216709466413,M,0,8,32,166,none,0,0.14287920295950107,Garden,0,15,57,319,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425763,98,HIMROD STREET,320908791,11221,2016-08-11,INDIVIDUAL,N,40.696162,-73.923706,POINT (-73.923706 40.696162),1.0,BROOKLYN,3042100,346,0.19996704109313337,M,0,8,32,166,none,0,0.1431800462936974,Garden,0,15,57,320,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425764,100,HIMROD STREET,320908817,11221,2016-08-15,INDIVIDUAL,N,40.696195,-73.92367,POINT (-73.92367 40.696195),1.0,BROOKLYN,3042100,383,0.20003866092325392,M,0,8,33,164,none,0,0.14365647276353716,Garden,0,15,56,321,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425365,129,STOCKHOLM STREET,320908210,11221,2016-11-01,CORPORATION,N,40.698525,-73.923758,POINT (-73.923758 40.698525),1.0,BROOKLYN,3042100,533,0.14898919186516443,M,0,12,32,159,none,0,0.11789280909658294,Garden,0,11,48,317,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3325632,57,HIMROD STREET,321190420,11221,2016-11-14,PARTNERSHIP,N,40.695459,-73.924418,POINT (-73.924418 40.695459),1.0,BROOKLYN,3042100,419,0.21146608489043625,M,0,8,32,172,none,0,0.1447381681342719,Garden,0,17,58,323,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3427234,253,EVERGREEN AVE,321303077,11221,2016-12-05,PARTNERSHIP,N,40.69587,-73.926757,POINT (-73.926757 40.69587),1.0,BROOKLYN,3042100,466,0.1469791486292484,M,0,10,36,175,none,0,0.11016116465333191,Garden,0,17,60,318,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425731,85,STANHOPE ST,321304968,11221,2017-02-01,PARTNERSHIP,N,40.69661,-73.924467,POINT (-73.924467 40.69661),1.0,BROOKLYN,3042100,370,0.1466585712428202,M,0,8,33,172,none,0,0.09562485228555491,Garden,1,16,54,320,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3426654,267,EVERGREEN AVENUE,321196601,11221,2017-02-17,PARTNERSHIP,N,40.695482,-73.92608,POINT (-73.92608 40.695482),1.0,BROOKLYN,3042100,529,0.17646406548409688,M,0,8,36,175,none,0,0.12060994287097848,Garden,0,19,61,326,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3425730,83,STANHOPE ST,321304959,11221,2017-02-21,PARTNERSHIP,N,40.696568,-73.924506,POINT (-73.924506 40.696568),1.0,BROOKLYN,3042100,352,0.14696180034478817,M,0,8,33,172,none,0,0.09559122525645089,Garden,1,16,54,320,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3074374,281,EVERGREEN AVE,321236337,11221,2017-06-20,INDIVIDUAL,N,40.695114,-73.925435,POINT (-73.925435 40.695114),1.0,BROOKLYN,3042100,528,0.21042812767078511,M,0,8,34,173,none,0,0.14206793377300547,Garden,0,18,59,322,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3338471,64,STANHOPE ST,321186694,11221,2017-08-24,CORPORATION,N,40.696184,-73.924857,POINT (-73.924857 40.696184),1.0,BROOKLYN,3042100,354,0.15418179678535432,M,0,8,34,174,none,0,0.09858250805337042,Garden,1,16,57,321,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3074087,67,STANHOPE STREET,321530955,11221,2017-10-02,CORPORATION,N,40.696256,-73.924813,POINT (-73.924813 40.696256),1.0,BROOKLYN,3042100,402,0.15151578320004813,M,0,8,34,174,none,0,0.09675598404251742,Garden,1,16,58,321,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3073776,83,STOCKHOLM STREET,321519807,11221,2017-11-17,PARTNERSHIP,N,40.696983,-73.925267,POINT (-73.925267 40.696983),1.0,BROOKLYN,3042100,469,0.09536617669896458,M,2,6,36,171,none,0,0.05031212104841158,Garden,1,16,53,320,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3074123,147,STANHOPE STREET,321529618,11221,2018-05-29,INDIVIDUAL,N,40.698617,-73.922499,POINT (-73.922499 40.698617),1.0,BROOKLYN,3042100,564,0.20742459812416966,M,0,12,35,158,none,0,0.18493954974450028,Garden,0,8,45,318,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3414139,133,STANHOPE,320917530,11221,2018-09-21,CORPORATION,N,40.698099,-73.923004,POINT (-73.923004 40.698099),1.0,BROOKLYN,3042100,486,0.18638390422371492,M,0,12,35,162,none,0,0.15260999197295633,Garden,0,10,47,321,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3074693,54,HIMROD ST,321383695,11221,2019-07-15,CORPORATION,N,40.695424,-73.924428,POINT (-73.924428 40.695424),1.0,BROOKLYN,3042100,419,0.21330038619989658,M,0,8,32,172,none,0,0.14604716634222856,Garden,0,18,58,323,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3074122,149,STANHOPE STREET,321928054,11221,2020-02-11,CORPORATION,N,40.698667,-73.922448,POINT (-73.922448 40.698667),1.0,BROOKLYN,3042100,642,0.2042647994868592,M,0,12,34,158,none,0,0.18832208154074884,Garden,0,8,45,318,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3429016,1376,DEKALB AVENUE,321387030,11221,2021-02-04,PARTNERSHIP,N,40.699305,-73.924135,POINT (-73.924135 40.699305),1.0,BROOKLYN,3042100,446,0.1546926626777173,M,0,13,35,159,none,0,0.12213460197955056,Garden,0,11,46,312,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
BROOKLYN,3325516,63,STOCKHOLM STREET,321593557,11221,2022-03-08,NYC AGENCY,N,40.696583,-73.92566,POINT (-73.92566 40.696583),1.0,BROOKLYN,3042100,379,0.10582099764175344,M,0,8,36,175,none,0,0.061093418487078166,Garden,1,17,57,320,4866,0.966,0.034,0.0,2.73,0.163,0.529,0.254,0.11,0.072,0.008,0.026,1816,0.949,0.051
QUEENS,4285904,145-90,183RD STREET,440598211,11413,2022-05-16,INDIVIDUAL,N,40.662951,-73.763061,POINT (-73.763061 40.662951),1.0,QUEENS,4032000,107,3.5217350833093395,E-J-Z,0,0,0,0,none,0,0.03151201457947726,Springfield Park,1,5,13,50,5200,0.835,0.165,0.0409999999999999,3.28,0.25,0.122,0.032,0.743,0.022,0.0279999999999999,0.053,1392,0.95,0.05
QUEENS,4607284,147-30,SPRINGFIELD LANE,421212501,11413,2016-08-03,CORPORATION,N,40.658731,-73.759937,POINT (-73.759937 40.658731),1.0,QUEENS,4032000,98,3.873282277736681,E-J-Z,0,0,0,0,none,0,0.04309098733894305,Idlewild Park,2,4,12,37,5200,0.835,0.165,0.0409999999999999,3.28,0.25,0.122,0.032,0.743,0.022,0.0279999999999999,0.053,1392,0.95,0.05
QUEENS,4607287,147-36,SPRINGFIELD LANE,421212529,11413,2016-08-03,CORPORATION,N,40.658728,-73.759937,POINT (-73.759937 40.658728),1.0,QUEENS,4032000,98,3.873462307151958,E-J-Z,0,0,0,0,none,0,0.04293103272207672,Idlewild Park,2,4,12,37,5200,0.835,0.165,0.0409999999999999,3.28,0.25,0.122,0.032,0.743,0.022,0.0279999999999999,0.053,1392,0.95,0.05
QUEENS,4619724,145-86,182 STREET,421754729,11413,2020-12-10,CORPORATION,N,40.663027,-73.763984,POINT (-73.763984 40.663027),1.0,QUEENS,4032000,168,3.487930558929657,E-J-Z,0,0,0,0,none,0,0.07148335011693477,Springfield Park,2,5,12,50,5200,0.835,0.165,0.0409999999999999,3.28,0.25,0.122,0.032,0.743,0.022,0.0279999999999999,0.053,1392,0.95,0.05
BROOKLYN,3429391,2054,57ST,321368694,11204,2022-01-06,INDIVIDUAL,N,40.620366,-73.979943,POINT (-73.979943 40.620366),1.0,BROOKLYN,3046800,63,0.24930681252320755,F,0,10,23,130,none,0,0.2143107399695157,Gravesend Park,0,3,12,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3428558,2019,57TH STREET,321560510,11204,2019-04-16,INDIVIDUAL,N,40.620723,-73.980498,POINT (-73.980498 40.620723),1.0,BROOKLYN,3046800,133,0.2781138208176072,F,0,11,24,129,none,0,0.17953089512978138,Gravesend Park,0,2,12,119,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3131247,2040,57TH STREET,321210970,11204,2016-09-08,INDIVIDUAL,N,40.620501,-73.980163,POINT (-73.980163 40.620501),1.0,BROOKLYN,3046800,62,0.2604000270190311,F,0,10,24,130,none,0,0.20073460065900686,Gravesend Park,0,3,12,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3424077,2070,57 STREET,321441061,11204,2017-05-24,INDIVIDUAL,N,40.620215,-73.979691,POINT (-73.979691 40.620215),1.0,BROOKLYN,3046800,55,0.23718810490412873,F,0,10,23,130,none,0,0.22975931341002895,Gravesend Park,0,3,11,121,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3425033,2074,57 STREET,321439092,11204,2017-05-24,INDIVIDUAL,N,40.620177,-73.97963,POINT (-73.97963 40.620177),1.0,BROOKLYN,3046800,55,0.2343837556040119,F,0,10,23,130,none,0,0.23355581475098405,Gravesend Park,0,3,11,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3425032,2064,57 STREET,321439136,11204,2017-05-24,INDIVIDUAL,N,40.620273,-73.979785,POINT (-73.979785 40.620273),1.0,BROOKLYN,3046800,67,0.24160717040084814,F,0,10,23,130,none,0,0.22393087657837868,Gravesend Park,0,3,12,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3425031,2066,57 STREET,321441052,11204,2017-05-24,INDIVIDUAL,N,40.620254,-73.979756,POINT (-73.979756 40.620254),1.0,BROOKLYN,3046800,67,0.24024582499540967,F,0,10,23,130,none,0,0.22577250143955502,Gravesend Park,0,3,12,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3130999,2073,57 ST,321372279,11204,2017-11-13,INDIVIDUAL,N,40.62021,-73.979648,POINT (-73.979648 40.62021),1.0,BROOKLYN,3046800,55,0.2349110237445656,F,0,10,23,130,none,0,0.23157912985459597,Gravesend Park,0,3,11,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3131273,2035,58 STREET,321696321,11204,2018-08-15,INDIVIDUAL,N,40.619941,-73.980711,POINT (-73.980711 40.619941),1.0,BROOKLYN,3046800,175,0.29652079050569674,F,0,9,25,127,none,0,0.20729967732040738,Gravesend Park,0,3,11,121,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3429122,2137,58 STREET,322034801,11204,2021-03-19,INDIVIDUAL,N,40.618642,-73.978582,POINT (-73.978582 40.618642),1.0,BROOKLYN,3046800,71,0.2330140524092673,F,0,11,23,127,none,0,0.21318973366175553,Friends Field,0,5,11,121,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3418441,2044,57TH ST,321207065,11204,2016-09-02,INDIVIDUAL,N,40.620462,-73.980102,POINT (-73.980102 40.620462),1.0,BROOKLYN,3046800,63,0.25728730295852587,F,0,10,24,130,none,0,0.20455469601219697,Gravesend Park,0,3,12,120,2138,0.997,0.003,0.0,4.43,0.482,0.027,0.892,0.004,0.024,0.037,0.0139999999999999,527,0.913,0.087
BROOKLYN,3071059,27,MONTROSE AVENUE,321595458,11206,2022-05-18,CORPORATION,N,40.706779,-73.94909,POINT (-73.94909 40.706779),1.0,BROOKLYN,3051100,1017,0.10880524079107697,G,0,13,49,207,none,0,0.05557377397919913,Sternberg Park,1,29,97,364,4545,0.99,0.01,0.0,2.27,0.119,0.371,0.327,0.069,0.1939999999999999,0.009,0.031,2058,0.964,0.036
BROOKLYN,3426143,290,UNION AVENUE,321751369,11211,2019-03-08,PARTNERSHIP,N,40.709047,-73.950801,POINT (-73.950801 40.709047),1.0,BROOKLYN,3051100,603,0.23511849255158793,J-M,0,24,47,229,none,0,0.007131019329630892,Lithuania Square,3,32,93,364,4545,0.99,0.01,0.0,2.27,0.119,0.371,0.327,0.069,0.1939999999999999,0.009,0.031,2058,0.964,0.036
